sale_id,customer_id,product_id,date,qty
931,936,161,2026-01-25,3
932,353,859,2026-06-18,2
933,64,326,2025-09-14,5
934,160,946,2025-11-19,3
935,834,81,2026-02-04,2
936,552,717,2025-10-28,1
937,320,730,2025-09-20,5
938,240,927,2026-05-24,4
939,101,860,2026-08-12,5
940,512,936,2025-09-21,5
941,842,50,2025-11-30,3
942,15,621,2026-09-10,4
943,45,163,2026-01-03,3
944,83,746,2025-11-28,1
945,670,264,2026-03-22,4
946,139,474,2026-05-05,5
947,933,435,2026-05-22,5
948,341,264,2026-04-10,3
949,111,435,2026-07-22,2
950,538,452,2025-09-17,5
951,924,673,2026-09-10,2
952,541,171,2025-10-27,2
953,637,778,2026-07-01,3
954,400,939,2026-08-20,1
955,774,608,2025-10-27,2
956,657,400,2026-09-09,5
957,913,903,2026-06-15,5
958,720,887,2026-09-07,1
959,127,702,2026-04-11,2
960,813,717,2026-06-24,1
961,686,203,2025-11-28,4
962,341,972,2026-04-27,3
963,917,722,2025-11-08,4
964,548,7,2026-03-10,5
965,691,513,2025-11-21,5
966,184,640,2026-05-10,5
967,603,970,2026-05-03,3
968,535,305,2026-01-05,5
969,265,929,2025-12-12,2
970,105,915,2025-12-01,2
971,346,889,2026-08-08,1
972,771,897,2025-10-14,2
973,559,996,2026-01-20,4
974,513,314,2026-03-17,5
975,492,177,2026-08-19,4
976,614,307,2025-12-04,3
977,231,296,2026-06-03,3
978,533,233,2025-12-07,2
979,232,291,2026-07-03,3
980,424,94,2026-08-26,3
981,608,609,2026-08-07,1
982,915,371,2025-09-24,5
983,173,841,2025-10-08,5
984,735,227,2026-02-26,4
985,433,593,2026-08-22,4
986,581,775,2026-07-28,4
987,522,551,2026-05-01,4
988,173,914,2026-03-22,3
989,318,198,2026-02-15,1
990,394,294,2025-12-19,1
991,664,215,2025-12-30,2
992,621,628,2026-08-14,1
993,389,534,2026-03-06,5
994,9,348,2026-05-02,4
995,957,323,2026-02-18,1
996,973,313,2026-07-01,3
997,9,759,2025-11-15,1
998,131,342,2026-09-09,2
999,859,316,2026-01-05,3
1000,763,254,2025-11-14,1
